id,result
198,30.506
396,29.04599999999999
33,20.733999999999995
208,15.368000000000002
93,14.675
84,24.671000000000003
373,26.06300000000001
94,12.12
222,18.183999999999997
126,19.089
9,14.095
383,35.272000000000006
56,28.732
72,14.917
132,24.303
42,12.435
370,28.966999999999995
275,20.147000000000006
229,15.494000000000002
377,35.87200000000001
77,23.621
15,18.92
389,29.197000000000006
238,28.932999999999996
0,15.844000000000001
394,38.661000000000016
114,23.344
234,24.735
261,19.79000000000001
104,12.4
393,27.651000000000003
375,35.07699999999999
298,18.310000000000002
57,23.029
312,36.685
116,13.845
113,21.788999999999998
262,18.67100000000001
158,14.269
141,24.774
307,25.304000000000006
55,28.393999999999995
76,20.708
25,11.66
82,23.502000000000002
380,33.623999999999995
148,25.349
180,23.156
22,23.961000000000002
172,26.245
46,22.807
294,33.892
337,33.312
70,12.425
341,25.80400000000001
39,12.83
292,17.029000000000007
318,28.055
30,23.215
152,18.721
124,14.157
181,30.107
168,23.747000000000003
78,20.341
101,18.881
31,25.125999999999998
272,23.8
351,34.93899999999999
196,26.954
73,14.635
350,35.336
140,14.739
5,13.917
45,18.595
386,28.669999999999995
249,20.764000000000006
225,19.007
367,27.474
175,29.544
285,16.84400000000001
