id,result
565,0.08760317042842274
160,0.07131829831305964
553,0.07713978829367323
860,0.0323408061083932
241,0.7607924886580821
559,0.4384484155995567
387,0.8036212913083896
536,0.44855115761515896
698,0.4429507089942827
99,0.16548343685255043
126,0.4093954340188157
333,0.1202554743706388
216,0.6759710316224855
817,0.19130455866328278
27,0.37933189081546326
703,0.15741196098324892
485,0.2266250002647012
511,0.07144421470894885
433,0.07362755257037537
576,0.8300684432921721
87,0.07144421470894885
580,0.7363585868060805
157,0.10151607523906668
279,0.549115790966259
422,0.09656179195434092
369,0.968405184456567
776,0.38934079605844635
712,0.2723563915916346
455,0.1077830294558072
495,0.17797406635909924
758,0.03957215319288792
730,0.9584215840297978
65,0.38337484884107464
75,0.17304579556137206
489,0.45375490967615606
869,0.6020674525079671
165,0.40882003844470605
71,0.19648785523513246
428,0.4093954340188157
417,0.8913076849975847
745,0.20426380636484187
297,0.9689492001944995
463,0.09707407039335603
84,0.8774278103578439
211,0.8545977139380676
115,0.040271270249076514
868,0.3815018949202328
40,0.3700828331478909
644,0.824507483973294
322,0.8664225817033255
759,0.9504657366255703
564,0.4485740322625126
502,0.7682354244392129
17,0.08695058666615317
679,0.48984333600551183
401,0.10263350880710796
639,0.06744918651108084
701,0.779981145085559
106,0.7715082986027126
447,0.48681596922534487
578,0.5031007071352078
472,0.8375238039857491
764,0.16272671576465045
397,0.13885419388757125
690,0.38890444568625604
38,0.35040239984001226
375,0.976919544676579
752,0.20510459847734494
625,0.38726508507377677
864,0.08643961514439172
275,0.937460638390167
773,0.06257237932388315
593,0.6549536044164641
504,0.959109744581349
239,0.12905367357914718
153,0.030348948176616472
614,0.03910135780841875
442,0.3688447363261859
180,0.09766430221452108
634,0.22116902332307253
386,0.24357983500407476
244,0.05267242779234611
749,0.0762631611495356
162,0.06637225120537521
501,0.8102179018822782
92,0.5208419845266248
714,0.09126261233552112
431,0.6421247209685874
452,0.4480687613104564
853,0.9765653344636168
55,0.2873499047269107
351,0.2872785188151649
570,0.055122145058612466
29,0.06143808565949934
62,0.39186210118306186
596,0.8820209699953081
458,0.7239260373659111
459,0.4093954340188157
4,0.03910135780841875
271,0.037816682920452954
252,0.2675968962403681
341,0.8823296379948903
82,0.6447808195237132
9,0.9055634688852707
810,0.03762685621394198
23,0.18976890558112505
841,0.11395207045523147
410,0.06143808565949934
566,0.048376850486749376
245,0.5615297038699162
560,0.4093954340188157
324,0.011613646407644573
146,0.037114073134123376
659,0.45118747072244997
571,0.9030221458078695
196,0.4093954340188157
16,0.22966180042798484
138,0.10845947133086445
743,0.09473223068752322
555,0.2675968962403681
105,0.062064692984226046
726,0.7609781722164346
603,0.12799931721489863
541,0.20991811877728672
775,0.09642635047399074
824,0.22382054544235858
336,0.3446878053929288
799,0.538858942009635
676,0.07840928163157049
607,0.6140602554248258
826,0.1334174597627033
756,0.08072732253931666
186,0.7607924886580821
411,0.19380586801651314
549,0.7294360223154803
441,0.05039766528047992
435,0.9355104004925257
790,0.4093954340188157
198,0.6464423728422442
444,0.07144669919211502
671,0.3332471499203725
296,0.09603187358212484
802,0.8398569496481353
137,0.36665081263704297
532,0.2144548209095763
587,0.27453094615010154
878,0.06143808565949934
728,0.13791322496135489
389,0.9003717271831755
427,0.8915445108307791
804,0.03708090789076242
731,0.5880349588665327
88,0.8833405051339047
39,0.5912095753756689
492,0.40054938457075606
823,0.6409843371530998
886,0.0833273186142142
353,0.10926939402651425
685,0.19844997137462714
11,0.8225204279103223
484,0.4340257804689477
366,0.9502482931057195
300,0.6464423728422442
879,0.9518668945463098
530,0.8701464609151417
293,0.3564130931101359
814,0.10626768684628204
515,0.47758616085479866
199,0.8604182131407927
142,0.38977156383453215
349,0.05887474486388129
354,0.06257237932388315
295,0.36279902607227055
143,0.09404155339004151
880,0.7193945182601549
91,0.04032582387011892
883,0.0830155209223534
473,0.9109125944091695
637,0.25551939603183693
